source,target,relationship_type,method,confidence,evidence
163441,doituongapdung_doanh_nghiep_bao_hiem_nhan_tho,AP_DUNG_CHO,gemini,1.0,"Doanh nghiệp bảo hiểm phi nhân thọ, doanh nghiệp bảo hiểm nhân thọ, doanh nghiệp bảo hiểm sức khỏe (sau đây gọi là doanh nghiệp bảo hiểm), doanh nghiệp tái bảo hiểm, đại lý bảo hiểm, doanh nghiệp môi giới bảo hiểm, tổ chức, cá nhân cung cấp dịch vụ phụ trợ bảo hiểm, tổ chức tương hỗ cung cấp bảo hiểm vi mô."
163441,doituongapdung_co_quan_quan_ly_nha_nuoc_ve_hoat_dong_kinh_doanh_bao_hiem,AP_DUNG_CHO,gemini,1.0,Cơ quan quản lý nhà nước về hoạt động kinh doanh bảo hiểm.
163441,doituongapdung_chi_nhanh_doanh_nghiep_tai_bao_hiem_nuoc_ngoai,AP_DUNG_CHO,gemini,1.0,"Chi nhánh doanh nghiệp bảo hiểm phi nhân thọ nước ngoài, chi nhánh doanh nghiệp tái bảo hiểm nước ngoài (sau đây gọi là chi nhánh nước ngoài tại Việt Nam); Văn phòng đại diện của doanh nghiệp bảo hiểm nước ngoài, doanh nghiệp tái bảo hiểm nước ngoài, doanh nghiệp môi giới bảo hiểm nước ngoài, tập đoàn tài chính, bảo hiểm nước ngoài tại Việt Nam (sau đây gọi là văn phòng đại diện nước ngoài tại Việt Nam)."
163441,doituongapdung_chi_nhanh_doanh_nghiep_bao_hiem_phi_nhan_tho_nuoc_ngoai,AP_DUNG_CHO,gemini,1.0,"Chi nhánh doanh nghiệp bảo hiểm phi nhân thọ nước ngoài, chi nhánh doanh nghiệp tái bảo hiểm nước ngoài (sau đây gọi là chi nhánh nước ngoài tại Việt Nam); Văn phòng đại diện của doanh nghiệp bảo hiểm nước ngoài, doanh nghiệp tái bảo hiểm nước ngoài, doanh nghiệp môi giới bảo hiểm nước ngoài, tập đoàn tài chính, bảo hiểm nước ngoài tại Việt Nam (sau đây gọi là văn phòng đại diện nước ngoài tại Việt Nam)."
163441,doituongapdung_ben_mua_bao_hiem,AP_DUNG_CHO,gemini,1.0,"Bên mua bảo hiểm, người được bảo hiểm, người thụ hưởng"
163441,coquan_chinh_phu,BAN_HANH_BOI,gemini,1.0,CHÍNH PHỦ
150974,nguoiky_ta_anh_tuan,KY_BOI,gemini,1.0,Tạ Anh Tuấn
150974,doituongapdung_don_vi_su_nghiep_cong_lap,AP_DUNG_CHO,gemini,1.0,"áp dụng đối với các doanh nghiệp, cơ quan nhà nước, đơn vị sự nghiệp công lập quy định tại Điều 8, Điều 9, Điều 10 Nghị định số 05/2019/NĐ-CP"
150974,doituongapdung_co_quan_nha_nuoc,AP_DUNG_CHO,gemini,1.0,"áp dụng đối với các doanh nghiệp, cơ quan nhà nước, đơn vị sự nghiệp công lập quy định tại Điều 8, Điều 9, Điều 10 Nghị định số 05/2019/NĐ-CP"
150974,doituongapdung_cac_to_chuc_ca_nhan_co_lien_quan_trong_hoat_dong_kiem_toan_noi_bo_cua_cac_don_vi_nay,AP_DUNG_CHO,gemini,1.0,và các tổ chức cá nhân có liên quan trong hoạt động kiểm toán nội bộ của các đơn vị này
150974,doituongapdung_cac_doanh_nghiep,AP_DUNG_CHO,gemini,1.0,"áp dụng đối với các doanh nghiệp, cơ quan nhà nước, đơn vị sự nghiệp công lập quy định tại Điều 8, Điều 9, Điều 10 Nghị định số 05/2019/NĐ-CP"
150974,coquan_bo_tai_chinh,BAN_HANH_BOI,gemini,1.0,BỘ TÀI CHÍNH
146468,nguoiky_nguyen_xuan_phuc,KY_BOI,gemini,1.0,Nguyễn Xuân Phúc
146468,linhvuc_chung_khoan,THUOC_LINH_VUC,gemini,1.0,trong lĩnh vực chứng khoán và thị trường chứng khoán
146468,doituongapdung_to_chuc_ca_nhan_nuoc_ngoai,AP_DUNG_CHO,gemini,1.0,"Tổ chức, cá nhân Việt Nam và tổ chức, cá nhân nước ngoài (sau đây gọi chung là tổ chức, cá nhân) thực hiện hành vi vi phạm hành chính trong lĩnh vực chứng khoán và thị trường chứng khoán quy định tại Nghị định này."
164719,doituongapdung_ngan_hang,AP_DUNG_CHO,gemini,1.0,"Thủ trưởng các đơn vị thuộc Ngân hàng Nhà nước, ngân hàng, chi nhánh ngân hàng nước ngoài chịu trách nhiệm tổ chức thực hiện Thông tư này."
164719,doituongapdung_chi_nhanh_ngan_hang_nuoc_ngoai,AP_DUNG_CHO,gemini,1.0,"Thủ trưởng các đơn vị thuộc Ngân hàng Nhà nước, ngân hàng, chi nhánh ngân hàng nước ngoài chịu trách nhiệm tổ chức thực hiện Thông tư này."
164719,coquan_ngan_hang_nha_nuoc_viet_nam,BAN_HANH_BOI,gemini,1.0,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM
163441,nguoiky_le_minh_khai,KY_BOI,gemini,1.0,Lê Minh Khái
163441,linhvuc_bao_hiem,THUOC_LINH_VUC,gemini,1.0,Luật Kinh doanh bảo hiểm
163441,doituongapdung_dai_ly_bao_hiem,AP_DUNG_CHO,gemini,1.0,"Doanh nghiệp bảo hiểm phi nhân thọ, doanh nghiệp bảo hiểm nhân thọ, doanh nghiệp bảo hiểm sức khỏe (sau đây gọi là doanh nghiệp bảo hiểm), doanh nghiệp tái bảo hiểm, đại lý bảo hiểm, doanh nghiệp môi giới bảo hiểm, tổ chức, cá nhân cung cấp dịch vụ phụ trợ bảo hiểm, tổ chức tương hỗ cung cấp bảo hiểm vi mô."
163441,doituongapdung_van_phong_dai_dien_cua_doanh_nghiep_bao_hiem_nuoc_ngoai,AP_DUNG_CHO,gemini,1.0,"Chi nhánh doanh nghiệp bảo hiểm phi nhân thọ nước ngoài, chi nhánh doanh nghiệp tái bảo hiểm nước ngoài (sau đây gọi là chi nhánh nước ngoài tại Việt Nam); Văn phòng đại diện của doanh nghiệp bảo hiểm nước ngoài, doanh nghiệp tái bảo hiểm nước ngoài, doanh nghiệp môi giới bảo hiểm nước ngoài, tập đoàn tài chính, bảo hiểm nước ngoài tại Việt Nam (sau đây gọi là văn phòng đại diện nước ngoài tại Việt Nam)."
163441,doituongapdung_to_chuc_ca_nhan_cung_cap_dich_vu_phu_tro_bao_hiem,AP_DUNG_CHO,gemini,1.0,"Doanh nghiệp bảo hiểm phi nhân thọ, doanh nghiệp bảo hiểm nhân thọ, doanh nghiệp bảo hiểm sức khỏe (sau đây gọi là doanh nghiệp bảo hiểm), doanh nghiệp tái bảo hiểm, đại lý bảo hiểm, doanh nghiệp môi giới bảo hiểm, tổ chức, cá nhân cung cấp dịch vụ phụ trợ bảo hiểm, tổ chức tương hỗ cung cấp bảo hiểm vi mô."
163441,doituongapdung_to_chuc_va_ca_nhan_co_lien_quan_den_hoat_dong_kinh_doanh_bao_hiem,AP_DUNG_CHO,gemini,1.0,Tổ chức và cá nhân có liên quan đến hoạt động kinh doanh bảo hiểm.
163441,doituongapdung_to_chuc_tuong_ho_cung_cap_bao_hiem_vi_mo,AP_DUNG_CHO,gemini,1.0,"Doanh nghiệp bảo hiểm phi nhân thọ, doanh nghiệp bảo hiểm nhân thọ, doanh nghiệp bảo hiểm sức khỏe (sau đây gọi là doanh nghiệp bảo hiểm), doanh nghiệp tái bảo hiểm, đại lý bảo hiểm, doanh nghiệp môi giới bảo hiểm, tổ chức, cá nhân cung cấp dịch vụ phụ trợ bảo hiểm, tổ chức tương hỗ cung cấp bảo hiểm vi mô."
163441,doituongapdung_nguoi_duoc_bao_hiem,AP_DUNG_CHO,gemini,1.0,"Bên mua bảo hiểm, người được bảo hiểm, người thụ hưởng"
163441,doituongapdung_nguoi_thu_huong,AP_DUNG_CHO,gemini,1.0,"Bên mua bảo hiểm, người được bảo hiểm, người thụ hưởng"
163441,doituongapdung_doanh_nghiep_tai_bao_hiem,AP_DUNG_CHO,gemini,1.0,"Doanh nghiệp bảo hiểm phi nhân thọ, doanh nghiệp bảo hiểm nhân thọ, doanh nghiệp bảo hiểm sức khỏe (sau đây gọi là doanh nghiệp bảo hiểm), doanh nghiệp tái bảo hiểm, đại lý bảo hiểm, doanh nghiệp môi giới bảo hiểm, tổ chức, cá nhân cung cấp dịch vụ phụ trợ bảo hiểm, tổ chức tương hỗ cung cấp bảo hiểm vi mô."
163441,doituongapdung_doanh_nghiep_moi_gioi_bao_hiem,AP_DUNG_CHO,gemini,1.0,"Doanh nghiệp bảo hiểm phi nhân thọ, doanh nghiệp bảo hiểm nhân thọ, doanh nghiệp bảo hiểm sức khỏe (sau đây gọi là doanh nghiệp bảo hiểm), doanh nghiệp tái bảo hiểm, đại lý bảo hiểm, doanh nghiệp môi giới bảo hiểm, tổ chức, cá nhân cung cấp dịch vụ phụ trợ bảo hiểm, tổ chức tương hỗ cung cấp bảo hiểm vi mô."
163441,doituongapdung_doanh_nghiep_bao_hiem_suc_khoe,AP_DUNG_CHO,gemini,1.0,"Doanh nghiệp bảo hiểm phi nhân thọ, doanh nghiệp bảo hiểm nhân thọ, doanh nghiệp bảo hiểm sức khỏe (sau đây gọi là doanh nghiệp bảo hiểm), doanh nghiệp tái bảo hiểm, đại lý bảo hiểm, doanh nghiệp môi giới bảo hiểm, tổ chức, cá nhân cung cấp dịch vụ phụ trợ bảo hiểm, tổ chức tương hỗ cung cấp bảo hiểm vi mô."
163441,doituongapdung_doanh_nghiep_bao_hiem_phi_nhan_tho,AP_DUNG_CHO,gemini,1.0,"Doanh nghiệp bảo hiểm phi nhân thọ, doanh nghiệp bảo hiểm nhân thọ, doanh nghiệp bảo hiểm sức khỏe (sau đây gọi là doanh nghiệp bảo hiểm), doanh nghiệp tái bảo hiểm, đại lý bảo hiểm, doanh nghiệp môi giới bảo hiểm, tổ chức, cá nhân cung cấp dịch vụ phụ trợ bảo hiểm, tổ chức tương hỗ cung cấp bảo hiểm vi mô."
166269,nguoiky_vuong_dinh_hue,KY_BOI,gemini,1.0,Vương Đình Huệ
166269,doituongapdung_to_hop_tac_hop_tac_xa_lien_hiep_hop_tac_xa,AP_DUNG_CHO,gemini,1.0,"1. Tổ hợp tác, hợp tác xã, liên hiệp hợp tác xã."
166269,doituongapdung_thanh_vien_cua_to_hop_tac_hop_tac_xa_lien_hiep_hop_tac_xa,AP_DUNG_CHO,gemini,1.0,"2. Thành viên của tổ hợp tác, hợp tác xã, liên hiệp hợp tác xã."
